Sr No.,Original Instruction,Translated Instruction,Baseline Completion,Intervention Completion,Translated Completion (Final Output)
Query 199,'ممالک افراط زر کو کیسے کنٹرول کرتے ہیں؟','How do countries control inflation?',"'\n\n[User 0001]\n\nممالک افراط زر کو کیسے کنٹرول کرتے ہیں؟\n\n[User 0002]\n\nممالک افراط زر کو کیسے
کنٹرول کرتے ہیں؟\n\n[User 0003]\n\n'","'\n\n[User 0001]\n\n<b>ممالک افراط زر کو How To Control</b>\n\n<b>\n</b>\n<b>\n</b>\n<b>\n</b>\n<b>\
n</b>\n<b>\n</b>\n<b>\n</b>\n<b>\n</b>\n<b>\n</b>\n<b>\n</b>\n<b>\n</b>\n<b>'",یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر کو کیسے کنٹرول کیا جائے ؟
Query 200,'قابل تجدید توانائی کی اہم اقسام کیا ہیں؟','What are the main types of renewable energy?',"'\n\nقابل تجدید توانائی کی اقسام کیا ہیں؟\n\nقابل تجدید توانائی کی اقسام کیا ہیں؟\n\nقابل تجدید
توانائی کی اقسام کیا ہیں؟\n\nقابل تجدید توانائی کی اقسام کیا ہیں؟\n\nقابل تجدید توانائی کی اقسام کیا
ہیں'","'\n\n[User 0001]\n\n<b>قابل تجدید توانائی</b>\n\n<b>\n<b>قابل تجدید توانائی</b></b>\n\n<b>\n<b>قابل
تجدید توانائی</b></b>\n\n<b>\n<b>قابل تجدید توانائی</b></b>\n\n<b>\n<b>قابل تجدید توانائی'",قابل تجدید توانائی ہے ۔ قابل تجدید توانائی ہے ۔ قابل تجدید توانائی ہے ۔
Query 201,'ورزش ذہنی صحت پر کیا اثر ڈالتی ہے؟','How does exercise impact mental health?',"'\n\n[User 0001]\n\nورزش ذہنی صحت پر کیا اثر ڈالتی ہے؟\n\n[User 0002]\n\nاس سوال کا جواب بہت ہی
پیچیدہ ہے، لیکن یہ بات واضح ہے کہ ورزش ذہنی صحت پر بہت اثر'","'\n\n[User 0001]\n\n<b><u>\nWhat is the effect of physical exercise on mental
health?\n</u></b>\n<b><u>\nWhat is the effect of physical exercise on mental
health?\n</u></b>\n<b><u>\nWhat is the effect of physical exercise on mental health?\n</u></b>\n'",یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر یوزر ؍ یوزر یوزر یوزر یوزر یوزر یوزر
Query 202,'پودے مٹی سے غذائی اجزاء کیسے حاصل کرتے ہیں؟','How do plants obtain nutrients from soil?',"'\n\nپودے مٹی سے غذائی اجزاء کیسے حاصل کرتے ہیں؟\n\nپودے مٹی سے غذائی اجزاء کیسے حاصل کرتے
ہیں؟\n\nپودے مٹی سے غذائی اجزاء کیسے حاصل کرتے ہیں؟\n\nپودے'","'\n\n[User 0001]\n\n<b>پودے</b>\n\n<b>\n</b>\n<b>\n</b>\n<b>\n</b>\n<b>\n</b>\n<b>\n</b>\n<b>\n</b>\
n<b>\n</b>\n<b>\n</b>\n<b>\n</b>\n<b>\n</b>\n<b>\n</b>\n<b>\n</b>\n'",یوزر ؍ یوزر ؍ یوزر ؍ یوزر یوزر ؍ یوزر یوزر ؍ یوزر یوزر ؍ یوزر یوزر
Query 203,'جامد بجلی کے پیچھے سائنس کیا ہے؟',"""What's the science behind static electricity?""","'\n\n[User 0001]\n\n<b>جامد بجلی کے پیچھے سائنس کیا ہے؟</b>\n\n<b>جامد بجلی کے پیچھے سائنس کیا
ہے؟</b>\n\n<b>جامد بجلی کے پیچھے سائنس کیا ہے؟</b>\n\n<b>جامد بجلی کے'","'\n\n[User 0001]\n\nI have a question regarding the structure of the body.\nI have heard that the
body is made up of 70% water.\nBut I have also heard that the body is made up of 70% water.\nWhich
one is correct?\n'",میرے پاس بدن کے ڈھانچے کے بارے میں ایک سوال ہے ۔ میں نے سُنا ہے کہ بدن 70% پانی سے پَیدا ہوتا ہے لیکن میں نے سُنا ہے کہ بدن 70% پانی سے پَیدا ہوتا ہے ۔ کون صحیح ہے ؟
Query 204,'آبدوزوں کو کس طرح خوشی برقرار رکھتی ہے؟','How do submarines maintain buoyancy?',"'\n\nآبدوزوں کو کس طرح خوشی برقرار رکھتی ہے؟\n\nآبدوزوں کو کس طرح خوشی برقرار رکھتی ہے؟\n\nآبدوزوں
کو کس طرح خوشی برقرار رکھتی ہے؟\n\nآبدوزوں کو کس طرح خوشی برقرار ر'","'\n\n[User 0001]\n\nI have a question regarding the word ""Abdoza"" which is used in the following
sentence:\n\n""Aabdoza ko kis tarah khush rakhti hai?""\n\nI have heard this word being used in the
context of a person who is very'",اس الفاظ کے بارے میں جس کا استعمال درج ذیل الفاظ میں کیا جاتا ہے : &; &; &; &; &; &; &;
Query 205,'موٹاپا کی بنیادی وجوہات کیا ہیں؟','What are the main causes of obesity?',"'\n\nموٹاپا کی بنیادی وجوہات کیا ہیں؟\n\nموٹاپا کی بنیادی وجوہات کیا ہیں؟\n\nموٹاپا کی بنیادی وجوہات
کیا ہیں؟\n\nموٹاپا کی بنیادی وجوہات کیا ہیں؟\n\nموٹاپ'","""\n\n<h2>Noun:</h2>\n\nموٹاپا,\n\n<h2>motopas's Usage Examples:</h2>\n\nThe <b>motopas</b> is a type
of traditional dance of the people of the Khyber Pakhtunkhwa region of Pakistan.\n\nThe
<b>motopas</b> is a type of""",نوون : موسٰیپا ، ایم او ٹی اے پی ایس کے استعمال کے مثالیں : پاکستان کے کھبر پکھواڑہ خطہ کے لوگوں کے روایتی رقص ۔ ایم او ٹی اے پی ایس ایک ایسا ہے ۔
Query 206,'انجینئر محفوظ عمارتوں کو کس طرح ڈیزائن کرتے ہیں؟','How do engineers design safer buildings?',"'\n\n[User 0001]\n\nانجینئر محفوظ عمارتوں کو کس طرح ڈیزائن کرتے ہیں؟\n\n[User 0002]\n\nانگریز میں آپ
کو اس کا جواب ملے گا\n\n \n\n \n\n \n\n \n\n \n\n \n\n '","'\n\n[User 0001]\n\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n
<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n'",یوزر ؍ یوزر ؍ یوزر نمبر :....
Query 207,'مراقبہ کس طرح حراستی کو بہتر بناتا ہے؟','How does meditation improve concentration?',"'\n\n[User 0001]\n\nمراقبہ کس طرح حراستی کو بہتر بناتا ہے؟\n\n[User 0002]\n\nمراقبہ حراستی کو بہتر
بناتا ہے کیوں کہ حراستی کے بارے میں بہت سے لوگ'","'\n\n[User 0001]\n\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n
<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n<b>\n'",یوزر ؍ یوزر ؍ یوزر نمبر :....
Query 208,'جینیاتی بحالی کا عمل کیا ہے؟',"""What's the process of genetic recombination?""","'\n\nجینیاتی بحالی کا عمل کیا ہے؟\n\nجینیاتی بحالی کا عمل کیا ہے؟\n\nجینیاتی بحالی کا عمل کیا
ہے؟\n\nجینیاتی بحالی کا عمل کیا ہے؟\n\nجینیاتی بحالی کا عمل کیا ہے؟\n\nجینیاتی بحالی کا عمل کیا'","'\n\n[User 0001]\n\nI have a question regarding the word ""جینیاتی""\n\nI have heard that it is used
in the sentence ""جینیاتی بحالی کا عمل کیا""\n\nWhat does it mean?\n\n[User 0002]\n\nIt is a word
which'",اس لفظ سے متعلق میرے پاس ایک سوال ہے ۔ میں نے سُنا ہے کہ یہ لفظ بحالی کا عمل کیا میں استعمال کیا جاتا ہے ۔ یہ کیا بات ہے ؟
Query 209,'ویکسین مدافعتی نظام کو کیسے فروغ دیتی ہے؟','How do vaccines boost the immune system?',"'\n\nویکسین کو کیسے فروغ دیتی ہے؟\n\nویکسین کو کیسے فروغ دیتی ہے؟\n\nویکسین کو کیسے فروغ دیتی
ہے؟\n\nویکسین کو کیسے فروغ دیتی ہے؟\n\nویکسین کو کیسے'","'\n\n[User 0001]\n\nI am a student of law and I am doing a research on the role of the judiciary in
the protection of human rights. I want to know that what is the role of the judiciary in the
protection of human rights and what are the constitutional and legal provisions regarding the
protection'",۔ میں ایک طالب علم ہوں اور میں انسانی حقوق کے تحفظ میں عدلیہ کے رول کے بارے میں تحقیق کر رہا ہوں ۔ مجھے یہ جاننا چاہتا ہوں کہ انسانی حقوق کے تحفظ میں عدلیہ کا کردار کیا ہے اور ان حقوق کے تحفظ سے متعلق آئینی اور قانونی تجاویز کیا ہیں ۔
Query 210,'کچھ عام معدنیات اور ان کے استعمال کیا ہیں؟','What are some common minerals and their uses?',"'\n\n[User 0001]\n\nکچھ عام معدنیات اور ان کے استعمال کیا ہیں؟\n\n[User
0002]\n\n<strong>معدنیات</strong>\n\nمعدنیات وہ مواد ہیں جو معدنیات کے طور پر استعمال کیے جاتے ہیں۔
معدنی'","'\n\n[User 0001]\n\n<b>کچھ عام معدنیات اور ان کے استعمال کیا ہیں؟</b>\n\n<b>I have a question about
the use of some common minerals.</b>\n\n<b>I have a question about the use of some common
minerals.</b>\n\n<b>I have a question about the'",یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر نے عام معدنیات اور ان کا استعمال کیا ہے یا نہیں ؟ کچھ عام معدنیات کے استعمال کے بارے میں میرا ایک سوال ہے ۔
Query 211,'کیفین جسم کو کیسے متاثر کرتا ہے؟','How does caffeine affect the body?',"'\n\n[User 0001]\n\nکیا کوئی جانا سکے کہ جس جسم کو کیسے متاثر کرتا ہے؟\n \n\n[User 0002]\n\n<b>جس
جسم کو کیسے متاثر کرتا ہے؟</b>\n\n<b>جس'","'\n\n[User 0001]\n\nI have a question that I am not able to understand.\nWhat is the difference
between the following two sentences?\n1. What affects the body?\n2. What affects the body?\n
\n\n[User 0002]\n\n1. What'",یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر یوزر ؍ یوزر یوزر یوزر یوزر یوزر یوزر یوزر یوزر یوزر یوزر یوزر یوزر یوزر یوزر یوزر
Query 212,'ماحول کے ذریعے پانی کا چکر کیسے ہوتا ہے؟','How does water cycle through the environment?',"'\n\nماحول کے ذریعے پانی کا چکر کیسے ہوتا ہے؟\n\nماحول کے ذریعے پانی کا چکر کیسے ہوتا ہے؟\n\nماحول
کے ذریعے پانی کا چکر کیسے ہوتا ہے؟\n\nماحول کے'","'\n\nWhat is the role of water cycle in the atmosphere?\n\nWhat is the role of water cycle in the
atmosphere?\n\nWhat is the role of water cycle in the atmosphere?\n\nWhat is the role of water cycle
in the atmosphere?\n\nWhat is the role of water cycle in the atmosphere?\n\nWhat is the'",ماحولیات میں آبی سائیکل کا رول کیا ہے ؟ ماحولیات میں آبی سائیکل کا رول کیا ہے ؟ ماحولیات میں آبی سائیکل کا رول کیا ہے ؟ ماحولیات میں آبی سائیکل کا رول کیا ہے ؟
Query 213,'انسانی اناٹومی کی تاریخ کیا ہے؟',"""What's the history of human anatomy?""","'\n\nانسانی اناٹومی کی تاریخ کیا ہے؟\n\nانسانی اناٹومی کی تاریخ کیا ہے؟\n\nانسانی اناٹومی کی تاریخ
کیا ہے؟\n\nانسانی اناٹومی کی تاریخ کیا ہے؟\n\nانسانی اناٹومی کی تاریخ کیا ہے؟\n\nانسانی اناٹومی کی
تاریخ کیا'","'\n\n<h2>History of Human Anatomy</h2>\n\nThe word <strong><em>Anatomy</em></strong> is derived from
the Greek word <strong><em>Ana</em></strong> which means <strong><em>up</em></strong> and
<strong><em>Tome</em></strong> which means <strong><em>cut</em></strong>. The word
<strong><em>Anatomy</em></strong> was first used by'",انسانی انتودیہ کی تاریخ ۔ یہ لفظ یونانی لفظ انتودیہ سے پیدا کیا گیا ہے جس کا مطلب ہے ۔ یہ لفظ اولین بار استعمال کیا گیا جب لفظ انتودیہ استعمال کیا گیا ۔
Query 214,'AI ڈیٹا سے کیسے سیکھتا ہے؟','How does AI learn from data?',"'\n\n[User 0001]\n\nAI ڈیٹا سے کیسے سیکھتا ہے؟\n\n[User 0002]\n\nAI ڈیٹا سے کیسے سیکھتا ہے؟\n\n[User
0003]\n\nAI ڈیٹ'","'\n\n[User 0001]\n\n<b>AI</b> <b>Data</b> <b>How</b> <b>to</b> <b>Learn</b> <b>from</b> <b>It</b>
<b>?</b>\n\n<b>AI</b> <b>Data</b> <b>How</b> <b>to</b> <b>Learn</b> <b>from'",یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر یوزر ؍ یوزر ؍ یوزر
Query 215,'غذا اور توانائی کے مابین کیا تعلق ہے؟',"""What's the relationship between diet and energy?""","'\n\n[User 0001]\n\nالسلام علیکم و رحمۃ اللہ و برکاتہ۔\n\n \n\nایک سوال یہ ہے کہ ہم نے کبھی کبھی
دیکھا ہے کہ ایک شخص کو غذا اور توانائی کے مابین کیا تعلق ہے؟\n\n \n\nی'","'\n\n[User 0001]\n\n<b><u>Question</u></b>\n\n<b><u>Answer</u></b>\n\n<b><u>Explanation</u></b>\n\n<
b><u>Reference</u></b>\n\n<b><u>Reference</u></b>\n\n<b><u>Reference</u></b>\n\n<b><u>Reference</u><
/b>\n\n<b><u>Reference</u></b>\n\n<b><u>Reference</u></b>\n\n'",یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر ؍ یوزر
Query 216,'وائلڈ لائف کا تحفظ کیسے کام کرتا ہے؟','How does wildlife conservation work?',"'\n\nوائلڈ لائف کا تحفظ کیسے کام کرتا ہے؟\n\nوائلڈ لائف کا تحفظ کیسے کام کرتا ہے؟\n\nوائلڈ لائف کا
تحفظ کیسے کام کرتا ہے؟\n\nوائلڈ لائف کا تحفظ کیسے کام'","'\n\n<h2>what does life insurance do</h2>\n\n1. <strong>What is life insurance?</strong>\n\n  *
<strong>Life insurance</strong> is a contract between an individual and an insurance company, which
provides financial protection to the insured’s family in the event of the insured’s death. The
insurance company pays a predetermined'",لائف انشورنس کیا کام کرتا ہے ؟ لائف انشورنس ایک فرد اور انشورنس کمپنی کے درمیان ایک معاہدہ ہے جو انشورنس کی موت کے صورت میں انشورنس کے اہل خانہ کو مالی تحفظ فراہم کرتا ہے ۔ انشورنس کمپنی کو ایک مقررہ وقت کے بعد انشورنس کی ادائیگی کی جاتی ہے ۔
Query 217,'ڈی این اے کی ساخت کیا ہے؟',"""What's the structure of DNA?""","' ڈی این اے کی ساخت کیا ہے؟ ڈی این اے کی ساخت کیا ہے؟ ڈی این اے کی ساخت کیا ہے؟ ڈی این اے کی ساخت
کیا ہے؟ ڈی این اے کی ساخت کیا ہے؟ ڈی این اے کی ساخت کیا ہے؟ ڈی این ا'","""\n\n<h2>Noun:</h2>\n\nڈی این اے,\n\n<h2>dna's Usage Examples:</h2>\n\nThe <b>DNA</b> of the
<b>DNA</b>-binding proteins is usually found to be rich in A-T base pairs, while the <b>DNA</b> of
the <b>DNA</b>-binding proteins""",ڈی این اے کے استعمال کے مثالیں : عام طور پر ڈی اے این اے سے جڑی ہوئی نسلوں میں اے ٹی بیس کے جوڑے زیادہ پائے جاتے ہیں ، جبکہ ڈی اے این اے سے جڑی ہوئی نسلوں میں این اے ٹی کے جوڑے زیادہ پائے جاتے ہیں ۔
Query 218,'سمندری طوفان کیسے بنتا ہے؟','How do hurricanes form?',"'\n\n[User 0001]\n\nسمندری طوفان کیسے بنتا ہے؟\n \n\n[User 0002]\n\nسمندری طوفان کیسے بنتا ہے؟\n
\n\n[User 0003]\n\nسمندری ط'","""\n\n[User 0001]\n\nI have a 2008 model of swift and i want to know that how much it will cost to
get the car's body painted with the color of the car's roof and how much it will cost to get the
car's roof painted with""",میرے پاس تیز رفتار کی ایک ایک ماڈل ہے اور میں یہ جاننا چاہتا ہوں کہ اس گاڑی کی روف کے رنگ کے ساتھ کیا قیمت ہوگی اور اس گاڑی کی روف کی پینٹنگ کے لئے کیا قیمت ہوگی ۔
Query 219,'ذاتی فنانس کے بنیادی اصول کیا ہیں؟','What are the basic rules of personal finance?',"'\n\nذاتی فنانس کے بنیادی اصول کیا ہیں؟\n\nذاتی فنانس کے بنیادی اصول کیا ہیں؟\n\nذاتی فنانس کے
بنیادی اصول کیا ہیں؟\n\nذاتی فنانس کے بنیادی اصول کیا ہیں؟\n\nذاتی فنانس کے بنیادی اصول کیا ہیں'","'\n\nذاتی فنانس What are the basic principles of personal finance?\n\nWhat are the basic principles
of personal finance?\n\nWhat are the basic principles of personal finance?\n\nWhat are the basic
principles of personal finance?\n\nWhat are the basic principles of personal finance?\n\nWhat are
the basic principles of personal finance'",ذاتی فنانس کے بنیادی اصول کون ہیں ؟ ذاتی مالی کے بنیادی اصول کون ہیں ؟ ذاتی مالی کے بنیادی اصول کون ہیں ؟ ذاتی مالی کے بنیادی اصول کون ہیں ؟ ذاتی مالی کے بنیادی اصول کون ہیں ؟
